AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.70,0.00,0.00,0.00,4.42,0.00,2.34
25-29,0.00,0.61,0.00,0.00,0.00,3.12,0.00,1.73
30-34,0.00,0.77,0.00,0.00,0.00,5.00,5.41,3.60
35-39,0.00,1.89,0.00,0.00,0.00,9.49,4.00,6.78
40-44,0.00,5.26,0.00,0.00,0.00,9.51,0.00,7.48
45-49,0.00,2.75,0.00,0.00,0.00,14.07,7.50,10.26
50-54,0.00,3.62,0.00,0.00,0.00,14.53,2.70,10.06
55-59,0.00,7.53,0.00,0.00,0.00,25.07,2.63,18.58
60-64,33.33,10.06,25.00,0.00,0.00,26.55,13.33,20.93
65-OVER,0.00,12.07,0.00,0.00,0.00,34.60,13.79,28.21
TOTAL,4.35,5.56,2.20,0.00,0.00,19.36,4.29,13.92
