PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
001,4.44,5.1,3.35,0.0,3.77,16.95,6.24,10.85
002,0.0,4.73,0.0,0.0,0.0,14.8,3.74,6.43
003,3.6,4.08,0.93,11.11,1.79,15.52,5.46,8.9
004,11.02,6.35,5.56,0.0,3.45,13.41,5.28,10.16
005,3.3,11.04,3.03,0.0,6.52,22.25,10.69,16.72
006,6.08,8.14,2.13,0.0,3.81,14.74,5.91,9.66
007,8.29,12.87,5.31,7.69,13.48,21.59,8.28,15.64
008,7.98,4.21,2.84,14.29,11.54,13.83,8.02,11.48
009,7.37,6.68,4.53,66.67,8.64,16.86,6.18,13.48
010,1.61,8.58,1.71,0.0,15.56,20.29,8.55,15.38
011,5.77,7.39,1.22,0.0,6.49,19.97,3.51,9.31
012,1.59,2.67,0.6,0.0,0.0,17.21,1.99,5.46
013,5.41,7.09,1.05,0.0,7.55,13.72,8.36,11.76
014,1.75,6.82,2.8,16.67,9.84,21.06,7.19,16.08
015,10.48,5.97,2.47,0.0,10.0,18.83,5.67,12.06
016,2.1,9.14,2.92,8.33,6.61,16.96,5.64,10.26
017,6.21,3.54,1.45,0.0,4.08,12.24,1.79,4.82
018,8.46,5.09,2.89,0.0,2.04,22.27,3.54,9.95
019,3.06,6.53,3.94,0.0,5.8,19.91,5.47,11.69
02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
020,1.05,4.48,2.78,0.0,3.9,10.57,2.57,4.73
021,2.05,2.38,0.19,0.0,1.8,12.74,0.94,3.92
022,10.58,9.96,3.95,25.0,25.81,24.96,10.33,19.81
023,2.56,3.67,2.51,0.0,4.62,12.61,3.05,4.77
024,5.85,5.53,1.38,0.0,1.47,13.37,3.09,9.1
025,11.7,7.91,5.56,0.0,6.09,12.07,5.33,9.93
026,5.25,4.61,4.07,20.0,5.61,15.87,4.3,9.29
027,6.44,9.9,3.05,33.33,5.71,18.95,10.98,14.6
028,1.71,3.39,2.56,0.0,3.25,15.58,7.03,10.41
029,10.42,10.71,2.5,0.0,7.41,20.43,9.84,17.31
030,0.0,6.67,2.91,0.0,5.26,18.02,5.17,10.22
031,1.49,4.88,2.87,10.0,5.13,14.03,5.93,9.7
032,1.23,6.19,2.29,0.0,2.53,18.96,5.66,12.44
033,0.75,7.56,3.17,0.0,1.67,23.22,4.89,15.04
034,8.37,7.21,0.7,0.0,3.39,17.78,7.03,9.53
035,1.8,8.63,3.28,0.0,6.12,19.71,5.06,13.24
036,2.51,6.34,5.1,0.0,4.05,19.61,6.28,14.3
037,1.69,2.7,2.58,0.0,5.56,10.56,2.19,4.58
038,4.44,2.58,1.33,7.69,2.56,13.0,4.45,5.58
039,1.82,2.57,3.31,12.5,2.78,14.62,5.87,11.01
040,5.8,7.08,6.71,0.0,7.96,19.48,7.91,13.74
041,0.0,4.16,2.43,0.0,4.03,18.4,4.1,8.25
042,3.77,3.48,1.33,0.0,10.0,19.07,8.12,12.85
043,6.99,3.35,0.31,0.0,1.72,10.68,4.88,4.6
044,2.8,4.35,1.52,0.0,3.67,16.52,2.13,7.1
045,4.52,6.4,1.41,0.0,8.7,19.19,4.26,10.73
046,7.14,8.71,1.85,0.0,6.52,24.2,12.42,18.64
047,3.6,14.42,0.0,0.0,9.76,22.39,9.5,17.94
048,9.5,8.42,6.28,0.0,1.32,21.64,9.72,14.97
049,1.99,1.48,2.63,0.0,2.53,18.55,3.68,10.0
050,5.42,3.13,2.91,0.0,6.85,15.16,3.12,5.94
051,1.86,0.95,0.21,0.0,1.43,7.98,0.58,1.91
052,3.33,7.42,2.67,0.0,2.78,21.68,4.64,14.91
053,3.17,4.34,1.68,0.0,3.64,18.38,5.2,8.26
054,6.32,3.61,2.85,0.0,8.51,12.93,6.06,10.11
055,4.21,7.87,0.96,20.0,6.58,13.77,4.58,10.3
056,4.88,6.9,3.85,33.33,4.55,22.08,8.36,14.82
057,5.07,4.64,4.17,0.0,8.59,17.63,5.57,9.82
058,2.92,3.18,0.81,0.0,3.79,12.09,3.07,4.38
059,0.9,2.84,1.64,11.11,2.97,9.16,2.32,3.99
060,5.88,2.82,0.65,0.0,2.73,11.59,2.85,4.69
061,3.37,8.19,2.66,0.0,2.94,22.38,11.21,15.52
062,7.75,16.13,17.5,0.0,17.02,24.12,14.77,22.09
063,11.25,16.47,16.67,0.0,12.77,22.43,15.0,20.59
064,0.0,5.99,1.69,0.0,2.67,17.55,4.79,9.0
065,3.41,3.27,0.97,0.0,4.48,20.04,1.38,7.37
066,3.33,2.2,1.37,0.0,0.93,9.54,1.66,3.53
067,5.0,4.33,0.0,11.11,5.15,15.19,4.64,9.01
068,3.28,10.0,4.03,0.0,5.05,19.03,5.43,13.03
069,1.02,4.47,0.0,0.0,1.64,16.8,1.45,9.07
07,0.0,inf,0.0,0.0,0.0,0.0,0.0,100.0
070,4.1,12.68,3.33,0.0,4.63,19.8,10.54,15.61
071,8.82,8.47,2.29,0.0,6.35,16.85,7.14,9.64
