AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,1.470,0.00,0.00,10.00,2.810,0.910,1.810
25-29,0.00,0.840,0.00,0.00,0.00,2.420,1.210,1.390
30-34,0.00,0.350,0.00,0.00,0.00,4.750,4.760,2.490
35-39,0.00,1.010,0.00,0.00,0.00,4.140,0.00,2.260
40-44,0.00,2.440,0.00,0.00,25.00,8.020,0.00,4.690
45-49,0.00,3.080,0.00,0.00,0.00,9.690,0.00,6.170
50-54,0.00,4.050,16.67,0.00,0.00,13.25,1.330,8.270
55-59,0.00,4.320,0.00,0.00,0.00,17.67,0.00,10.32
60-64,0.00,7.080,12.50,0.00,16.67,21.04,10.14,13.91
65-OVER,0.00,10.70,0.00,0.00,42.86,31.32,7.020,21.92
TOTAL,0.00,4.180,3.030,0.00,9.380,15.57,2.120,9.150
