AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,6.98,0.00,0.00,0.00,8.61,4.21,7.08
25-29,0.00,4.10,0.00,0.00,0.00,10.03,0.00,7.30
30-34,0.00,2.17,0.00,0.00,0.00,14.19,10.53,11.00
35-39,0.00,8.33,0.00,0.00,50.00,19.42,22.22,16.89
40-44,0.00,10.67,0.00,0.00,0.00,18.57,0.00,16.26
45-49,0.00,7.14,0.00,0.00,0.00,21.45,5.56,17.52
50-54,0.00,13.27,0.00,0.00,0.00,27.41,7.14,22.86
55-59,0.00,18.26,0.00,0.00,0.00,28.69,0.00,24.75
60-64,0.00,16.04,0.00,0.00,0.00,34.97,0.00,29.05
65-OVER,100.0,24.28,0.00,0.00,0.00,45.09,3.85,39.67
TOTAL,9.09,13.28,0.00,0.00,7.69,27.47,4.35,22.74
