PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
100,4.95,4.49,0.0,4.69
201,16.05,11.59,0.0,13.67
202,14.29,12.99,0.0,13.61
301,8.09,5.06,0.0,6.44
302,20.37,11.42,0.0,15.67
401,13.82,11.92,0.0,12.77
402,16.07,15.29,0.0,15.67
501,13.6,11.32,0.0,12.3
502,12.07,10.67,0.0,11.38
88888,0.0,0.0,0.0,0.0
99999,0.0,0.0,0.0,0.0
TOTAL,12.66,10.11,0.0,11.29
