PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
BREMEN,0.00,0.74,6.67,0.00,0.00,15.00,6.76,13.22
BUCHANAN,9.09,4.49,0.00,0.00,0.00,20.51,10.00,19.08
BUNCOMBE,0.00,0.00,50.00,0.00,20.00,17.71,10.53,16.88
CORINTH,0.00,17.86,0.00,0.00,0.00,17.58,4.55,16.56
TWENTIETH,0.00,0.00,0.00,0.00,0.00,17.93,3.12,17.07
FELTON,0.00,0.00,0.00,0.00,0.00,22.95,0.00,21.88
LITTLE CREEK,0.00,0.00,0.00,0.00,0.00,19.69,10.34,19.21
MT VIEW,0.00,0.00,0.00,0.00,0.00,25.20,16.67,24.72
SEVENTH,0.00,2.15,0.00,0.00,33.33,17.73,5.10,15.87
BEREA-STEADMAN,0.00,0.00,0.00,0.00,0.00,20.28,2.56,18.66
TALLAPOOSA,0.00,2.25,0.00,0.00,0.00,16.25,4.43,14.93
WACO,0.00,0.00,0.00,0.00,0.00,14.92,1.45,13.77
TOTAL,1.25,2.16,4.35,0.00,3.33,17.15,6.18,15.68
