AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.0,0.0,0.0,0.0,0.0,5.56,0.0,2.43
25-29,0.0,0.49,0.0,0.0,0.0,4.27,4.76,2.43
30-34,0.0,1.04,0.0,0.0,0.0,10.04,13.64,6.28
35-39,0.0,0.0,0.0,0.0,0.0,12.32,0.0,5.87
40-44,0.0,1.11,50.0,0.0,0.0,11.17,16.67,6.74
45-49,0.0,0.68,0.0,0.0,0.0,15.45,0.0,9.27
50-54,0.0,1.91,0.0,0.0,0.0,21.75,0.0,14.25
55-59,0.0,2.92,0.0,0.0,0.0,23.38,10.53,15.29
60-64,0.0,2.25,0.0,0.0,0.0,24.09,0.0,15.15
65-OVER,0.0,6.78,25.0,0.0,0.0,32.75,11.11,24.89
TOTAL,0.0,2.12,4.17,0.0,0.0,20.25,5.62,12.57
