AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.0,0.56,0.0,0.0,0.0,3.99,4.0,2.63
25-29,0.0,0.39,0.0,0.0,0.0,4.04,0.0,2.63
30-34,0.0,0.89,0.0,0.0,0.0,4.55,4.76,3.4
35-39,0.0,0.0,0.0,0.0,0.0,6.95,0.0,4.71
40-44,0.0,1.06,8.33,0.0,0.0,9.81,0.0,7.24
45-49,0.0,2.18,0.0,0.0,0.0,13.43,3.03,9.74
50-54,0.0,2.38,0.0,0.0,20.0,18.79,0.0,12.88
55-59,0.0,4.64,16.67,0.0,0.0,18.42,14.29,14.34
60-64,0.0,7.62,0.0,0.0,0.0,21.34,5.26,16.67
65-OVER,0.0,12.31,20.0,0.0,100.0,30.03,9.62,25.67
TOTAL,0.0,3.88,2.42,0.0,3.92,15.84,4.59,11.93
