AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,16.67,0.0,2.94,0.0,0.0,3.21,2.42,3.04
25-29,7.14,0.0,3.03,0.0,0.0,3.19,1.42,2.91
30-34,0.0,0.0,0.0,0.0,0.0,4.5,1.86,3.99
35-39,0.0,0.0,0.0,0.0,0.0,7.42,2.84,6.69
40-44,12.5,0.0,5.88,0.0,0.0,10.38,12.37,10.4
45-49,0.0,0.0,7.69,0.0,14.29,11.88,7.41,11.32
50-54,33.33,0.0,8.7,0.0,0.0,16.34,8.33,15.39
55-59,14.29,0.0,26.67,0.0,14.29,19.64,7.63,18.68
60-64,0.0,0.0,0.0,0.0,50.0,26.81,8.11,25.3
65-OVER,0.0,0.0,28.57,0.0,37.5,34.83,21.32,33.79
TOTAL,5.75,0.0,7.29,0.0,14.08,18.56,7.8,17.22
