PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
88888,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,3.00
BLOWING CAVE,0.00,20.00,28.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,11.00,11.00,0.00,0.00,1.00,1.00,346.0,282.0,0.00,51.00,25.00,779.0
CAIRO 4TH DISTR,0.00,76.00,83.00,0.00,7.00,1.00,0.00,1.00,0.00,0.00,12.00,4.00,0.00,2.00,2.00,0.00,247.0,206.0,3.00,1030.0,714.0,2388.0
CAIRO 5TH DISTR,1.00,71.00,68.00,0.00,15.00,9.00,0.00,1.00,0.00,0.00,30.00,32.00,0.00,8.00,13.00,0.00,781.0,581.0,2.00,521.0,283.0,2416.0
DUNCANVILLE,0.00,17.00,17.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,153.0,158.0,0.00,58.00,50.00,457.0
HIGDON,0.00,12.00,34.00,0.00,3.00,1.00,0.00,1.00,0.00,0.00,2.00,4.00,0.00,0.00,0.00,0.00,297.0,250.0,0.00,111.0,81.00,796.0
LIMESINK,0.00,8.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,128.0,96.00,0.00,29.00,17.00,286.0
MIDWAY,0.00,33.00,34.00,0.00,2.00,4.00,0.00,0.00,0.00,0.00,5.00,13.00,0.00,1.00,1.00,0.00,535.0,481.0,0.00,102.0,75.00,1286.0
PINE PARK,0.00,24.00,37.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,10.00,6.00,0.00,2.00,1.00,0.00,306.0,277.0,0.00,155.0,88.00,908.0
RAGAN,0.00,10.00,9.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,2.00,0.00,197.0,148.0,0.00,59.00,44.00,475.0
SPENCE,0.00,18.00,20.00,0.00,5.00,1.00,0.00,0.00,0.00,0.00,4.00,3.00,0.00,1.00,0.00,0.00,325.0,285.0,0.00,14.00,8.00,684.0
SPRING HILL,0.00,2.00,5.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,6.00,2.00,0.00,1.00,0.00,0.00,241.0,216.0,0.00,14.00,21.00,509.0
WHIGHAM,0.00,42.00,33.00,0.00,12.00,8.00,0.00,1.00,1.00,0.00,1.00,8.00,0.00,5.00,3.00,0.00,422.0,402.0,0.00,124.0,104.0,1166.0
WOODLAND,0.00,55.00,59.00,0.00,5.00,3.00,0.00,1.00,4.00,0.00,13.00,15.00,0.00,0.00,3.00,0.00,972.0,844.0,0.00,85.00,66.00,2125.0
TOTAL,1.00,388.0,434.0,0.00,54.00,31.00,0.00,5.00,6.00,0.00,97.00,100.0,0.00,22.00,26.00,1.00,4951.0,4227.0,5.00,2354.0,1576.0,14278.0
