PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
0001,0.0,0.71,0.0,0.0,0.0,14.75,0.0,7.65
0002,0.0,4.61,0.0,0.0,5.0,11.8,2.73,8.75
0003,0.0,3.09,0.0,0.0,0.0,14.38,2.22,7.93
0004,0.0,7.95,0.0,0.0,0.0,20.29,4.35,11.91
0005,0.0,2.52,0.0,0.0,14.29,18.99,0.0,11.56
0006,0.0,9.84,0.0,0.0,33.33,7.36,2.27,7.95
0007,0.0,3.9,0.0,0.0,100.0,20.37,9.68,11.01
0008,0.0,5.74,0.0,0.0,0.0,21.48,0.0,12.9
0009,0.0,0.54,0.0,0.0,0.0,15.08,0.0,8.11
0010,0.0,4.94,0.0,0.0,0.0,17.95,8.33,9.02
0011,0.0,1.75,0.0,0.0,0.0,11.09,1.96,6.62
0012,0.0,11.4,100.0,0.0,0.0,13.11,0.0,11.59
0013,0.0,8.84,0.0,0.0,0.0,36.84,5.88,21.07
0014,0.0,3.82,0.0,0.0,11.11,13.22,0.98,5.65
0015,0.0,4.01,6.67,0.0,0.0,18.34,2.96,11.64
0016,0.0,3.95,0.0,0.0,0.0,14.29,2.5,6.98
TOTAL,0.0,4.18,3.03,0.0,9.38,15.57,2.12,9.15
