PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
131,7.340,7.740,0.00,7.570
132,22.51,18.33,0.00,20.35
133A,13.05,11.22,0.00,12.06
133B,14.90,13.37,0.00,14.07
134,10.88,11.41,0.00,11.17
135,14.43,13.23,0.00,13.75
136,5.810,5.720,0.00,5.750
137,17.72,17.64,0.00,17.68
139,12.16,11.72,0.00,11.93
88888,0.00,0.00,0.00,0.00
99999,0.00,0.00,0.00,0.00
TOTAL,13.47,11.96,0.00,12.62
