PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANNX,4.35,8.49,1.87,50.0,5.41,18.15,5.03,14.65
BMS,2.26,7.83,11.31,0.0,2.44,16.38,4.16,13.29
CENT,2.47,8.38,2.0,20.0,9.88,14.64,4.2,11.77
CGTC,10.13,6.95,4.65,0.0,2.08,15.53,3.88,12.31
FMMS,5.29,7.79,5.29,0.0,3.7,11.28,4.07,9.3
HAFS,16.67,6.23,8.0,66.67,0.0,17.88,1.92,15.16
HCTC,3.23,2.96,0.7,0.0,2.27,10.48,1.58,6.94
HEFS,0.0,5.16,0.0,0.0,16.67,20.86,3.85,14.53
HHPC,3.53,4.93,2.38,0.0,0.94,14.44,1.1,9.42
MCMS,1.85,6.35,6.77,0.0,4.72,11.2,4.43,8.9
NSES,0.0,12.18,4.44,0.0,6.25,16.86,3.25,14.48
RECR,3.57,5.14,3.14,0.0,2.11,9.69,2.08,5.81
ROZR,4.8,6.78,3.62,0.0,6.25,18.71,4.78,14.4
TMS,2.44,3.84,3.55,14.29,6.0,10.69,1.4,6.74
TWPK,3.64,5.4,3.53,0.0,8.51,15.55,2.01,11.57
VHS,5.19,6.76,1.94,16.67,5.0,13.06,4.27,10.88
TOTAL,3.63,6.03,4.15,7.48,4.28,14.54,3.24,10.65
