PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
BEARDS CREEK,0.00,3.06,0.70,0.00,0.00,10.75,1.11,6.32
RYE PATCH/OAK DALE,0.00,1.32,2.25,0.00,6.45,9.39,2.46,6.24
SOUTH LUDOWICI,0.00,4.00,0.00,0.00,0.00,7.68,0.00,4.79
NORTH LUDOWICI,0.00,1.46,0.00,0.00,0.00,9.51,1.15,5.22
TIBET,0.00,1.85,0.00,0.00,0.00,13.18,1.28,10.25
ALMA FLOURNOY,0.00,18.60,0.00,0.00,0.00,13.86,0.00,13.48
FAITH BAPTIST ANNEX,0.00,3.08,0.00,0.00,0.00,10.28,5.33,8.25
88888,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,0.00,2.75,0.82,0.00,2.02,10.21,1.67,6.63
