AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,1.050,0.570,0.450,8.330,1.780,6.800,1.530,3.760
25-29,1.720,0.460,0.590,0.00,0.710,5.750,1.530,3.780
30-34,3.160,0.140,0.470,0.00,3.700,7.040,3.870,5.290
35-39,3.060,1.790,1.260,9.090,3.450,8.740,3.220,6.600
40-44,1.980,0.750,1.460,0.00,2.350,11.57,4.490,8.870
45-49,3.230,1.050,2.970,15.38,7.140,16.92,5.460,13.33
50-54,2.750,3.520,2.630,0.00,9.880,22.80,7.340,18.21
55-59,6.320,4.060,3.520,0.00,10.29,26.61,8.410,21.82
60-64,9.640,3.450,2.620,33.33,11.54,31.59,11.57,26.65
65-OVER,5.910,8.150,2.900,22.22,15.85,38.45,18.14,34.34
TOTAL,3.680,2.590,1.300,8.490,5.590,22.14,6.400,16.84
