PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
01A,4.000,278.0,223.0,0.00,38.00,19.00,0.00,1.000,2.000,0.00,43.00,36.00,0.00,30.00,26.00,3.000,919.0,908.0,1.000,541.0,398.0,3470.0
01B,7.000,249.0,301.0,1.000,42.00,42.00,0.00,1.000,1.000,0.00,66.00,42.00,0.00,34.00,26.00,3.000,1203.0,1200.0,1.000,485.0,372.0,4076.0
01C,4.000,99.00,105.0,0.00,11.00,11.00,0.00,2.000,0.00,0.00,12.00,11.00,0.00,6.000,5.000,0.00,74.00,79.00,1.000,646.0,598.0,1664.0
01D,1.000,51.00,45.00,0.00,4.000,1.000,0.00,0.00,0.00,0.00,4.000,2.000,0.00,5.000,6.000,0.00,53.00,57.00,0.00,178.0,130.0,537.0
01E,1.000,268.0,258.0,0.00,32.00,32.00,0.00,2.000,1.000,1.000,32.00,23.00,0.00,24.00,18.00,7.000,935.0,1003.0,2.000,513.0,460.0,3612.0
01F,5.000,91.00,101.0,0.00,10.00,11.00,0.00,1.000,1.000,0.00,9.000,10.00,0.00,2.000,6.000,0.00,33.00,58.00,2.000,564.0,610.0,1514.0
01G,1.000,162.0,126.0,0.00,28.00,23.00,0.00,2.000,2.000,0.00,18.00,22.00,0.00,16.00,13.00,1.000,218.0,217.0,2.000,719.0,659.0,2229.0
01H,1.000,60.00,53.00,0.00,7.000,3.000,0.00,1.000,0.00,0.00,4.000,6.000,0.00,0.00,1.000,0.00,28.00,42.00,1.000,351.0,254.0,812.0
01J,7.000,196.0,168.0,0.00,16.00,9.000,0.00,1.000,1.000,0.00,14.00,14.00,0.00,2.000,7.000,0.00,81.00,102.0,3.000,1195.0,844.0,2660.0
01P,2.000,81.00,72.00,0.00,8.000,5.000,0.00,0.00,0.00,0.00,3.000,5.000,0.00,1.000,0.00,0.00,13.00,20.00,0.00,619.0,461.0,1290.0
01R,5.000,86.00,66.00,0.00,1.000,5.000,0.00,1.000,0.00,0.00,8.000,4.000,0.00,2.000,1.000,0.00,15.00,18.00,4.000,825.0,472.0,1513.0
01S,2.000,129.0,120.0,0.00,10.00,10.00,0.00,0.00,0.00,0.00,14.00,13.00,0.00,3.000,0.00,0.00,33.00,24.00,3.000,827.0,668.0,1856.0
01T,1.000,98.00,106.0,1.000,13.00,11.00,0.00,0.00,1.000,0.00,37.00,46.00,0.00,6.000,6.000,0.00,159.0,212.0,0.00,466.0,434.0,1597.0
02A,5.000,355.0,464.0,1.000,41.00,58.00,0.00,6.000,3.000,0.00,65.00,72.00,0.00,104.0,101.0,0.00,1221.0,1675.0,0.00,232.0,301.0,4704.0
02B,7.000,221.0,384.0,0.00,50.00,75.00,0.00,5.000,8.000,0.00,33.00,53.00,2.000,41.00,51.00,0.00,319.0,555.0,4.000,767.0,1547.0,4122.0
02C,3.000,176.0,212.0,0.00,27.00,28.00,0.00,2.000,0.00,1.000,36.00,46.00,0.00,37.00,27.00,1.000,361.0,495.0,0.00,421.0,441.0,2314.0
02D,7.000,350.0,377.0,0.00,44.00,37.00,0.00,2.000,1.000,0.00,64.00,63.00,0.00,84.00,62.00,6.000,954.0,1066.0,4.000,924.0,680.0,4725.0
02E,1.000,156.0,151.0,0.00,25.00,22.00,0.00,0.00,0.00,0.00,28.00,17.00,1.000,30.00,26.00,1.000,767.0,721.0,0.00,72.00,62.00,2080.0
02F1,4.000,261.0,280.0,0.00,47.00,41.00,0.00,1.000,1.000,1.000,52.00,41.00,1.000,61.00,41.00,4.000,1105.0,1164.0,1.000,162.0,113.0,3381.0
02F2,1.000,54.00,56.00,0.00,12.00,4.000,0.00,0.00,1.000,0.00,7.000,11.00,0.00,12.00,8.000,0.00,193.0,227.0,0.00,172.0,111.0,869.0
02G,3.000,314.0,321.0,0.00,47.00,33.00,0.00,1.000,1.000,0.00,45.00,37.00,0.00,53.00,49.00,4.000,1199.0,1107.0,0.00,262.0,284.0,3760.0
02J,1.000,188.0,264.0,0.00,25.00,33.00,0.00,0.00,0.00,1.000,35.00,35.00,0.00,33.00,26.00,2.000,726.0,928.0,0.00,74.00,120.0,2491.0
02K,1.000,100.0,158.0,0.00,19.00,28.00,0.00,0.00,1.000,0.00,18.00,29.00,0.00,29.00,30.00,3.000,473.0,615.0,0.00,54.00,77.00,1635.0
02L1,5.000,505.0,654.0,1.000,65.00,86.00,0.00,4.000,7.000,1.000,101.0,165.0,1.000,153.0,157.0,5.000,1571.0,2458.0,0.00,469.0,480.0,6888.0
02L2,3.000,92.00,136.0,0.00,14.00,15.00,0.00,0.00,0.00,0.00,23.00,33.00,1.000,54.00,59.00,1.000,255.0,476.0,0.00,55.00,83.00,1300.0
