PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
ASHBURN,9.04,8.23,0.00,8.58
SYCAMORE,21.74,18.92,0.00,20.26
REBECCA,17.07,15.62,0.00,16.28
TOTAL,13.60,11.72,0.00,12.57
