AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.87,0.43,0.65,0.00,1.04,2.13,0.66,0.97
25-29,0.51,0.23,0.44,0.00,0.58,1.92,0.71,0.85
30-34,0.00,0.71,0.46,0.00,2.64,3.13,1.17,1.68
35-39,1.18,0.98,0.54,7.14,1.15,4.26,2.25,2.32
40-44,1.76,1.29,0.97,7.69,0.00,5.69,2.24,3.02
45-49,3.50,2.08,0.38,0.00,0.00,6.41,2.44,3.80
50-54,1.74,3.06,2.12,0.00,3.37,11.11,3.05,6.40
55-59,1.53,3.97,2.64,0.00,6.90,14.73,3.39,8.56
60-64,2.84,6.06,6.70,0.00,3.53,21.00,6.23,12.60
65-OVER,5.90,9.12,8.19,0.00,2.24,27.75,8.33,19.39
TOTAL,2.19,2.95,1.89,1.31,1.64,12.83,2.46,6.92
