PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
001,11.03,10.22,0.0,10.6
002,17.39,13.64,0.0,15.46
003,19.05,15.95,0.0,17.46
004,16.08,12.6,0.0,14.27
005,14.76,12.37,0.0,13.51
006,8.62,7.42,0.0,8.0
007,14.47,12.06,0.0,13.22
008,18.66,16.11,25.0,17.35
009,11.88,10.64,0.0,11.21
010,5.8,5.56,0.0,5.66
011,10.37,7.53,20.0,8.87
012,9.04,7.03,0.0,7.93
013,15.11,11.99,0.0,13.46
014,16.67,17.84,0.0,17.23
015,12.42,10.92,0.0,11.61
016,9.42,8.64,0.0,8.99
018,16.61,14.73,0.0,15.64
019,12.31,10.26,20.0,11.23
020,18.65,14.94,0.0,16.73
021,16.12,14.11,0.0,15.08
022,12.39,9.21,25.0,10.76
023,10.29,10.02,0.0,10.15
024,8.88,7.43,20.0,8.11
026,10.91,9.42,0.0,10.07
027,18.79,14.68,0.0,16.66
028,16.05,14.82,0.0,15.43
029,11.95,9.66,0.0,10.76
03,0.0,0.0,0.0,0.0
030,18.76,15.52,0.0,17.09
031,14.34,11.52,0.0,12.85
032,15.65,14.5,0.0,15.03
033,20.43,19.3,0.0,19.88
034,15.91,13.72,20.0,14.8
035,18.24,14.05,0.0,16.11
036,12.73,11.2,0.0,11.91
037,11.87,10.39,0.0,11.08
038,19.5,16.08,0.0,17.69
039,15.11,12.61,0.0,13.81
040,14.22,12.57,0.0,13.38
041,20.48,16.69,0.0,18.57
042,13.33,11.66,0.0,12.45
043,9.78,10.14,0.0,9.96
044,12.59,9.1,0.0,10.7
TOTAL,13.43,11.24,4.83,12.27
