AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.0,0.0,0.0,0.0,0.0,4.02,0.81,3.0
25-29,0.0,1.96,0.0,0.0,0.0,2.48,0.0,2.23
30-34,0.0,0.0,0.0,0.0,0.0,4.18,0.0,3.52
35-39,0.0,1.89,0.0,0.0,0.0,6.16,0.0,5.31
40-44,0.0,0.0,0.0,0.0,0.0,9.42,7.69,8.4
45-49,0.0,2.08,0.0,0.0,50.0,11.55,8.11,10.61
50-54,0.0,3.45,66.67,0.0,0.0,15.13,4.55,13.33
55-59,0.0,2.82,0.0,100.0,0.0,23.31,4.17,20.42
60-64,33.33,6.41,0.0,33.33,0.0,27.14,8.7,23.67
65-OVER,20.0,11.61,0.0,100.0,0.0,37.4,15.69,33.82
TOTAL,8.7,4.48,5.71,25.0,4.55,17.75,4.46,15.53
