AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.600,0.600,0.160,3.170,0.390,2.670,0.480,0.640
25-29,1.430,0.550,0.210,0.00,0.230,1.980,0.660,0.640
30-34,0.490,0.760,0.00,0.00,1.890,4.040,0.490,0.940
35-39,0.870,1.620,0.430,0.00,0.690,4.080,0.700,1.630
40-44,0.00,2.210,1.530,0.00,1.550,6.060,1.610,2.340
45-49,0.280,3.320,2.360,0.00,1.620,9.330,1.940,3.540
50-54,1.330,4.250,1.760,7.690,2.920,12.86,2.900,4.840
55-59,1.740,5.800,3.490,8.330,3.570,17.81,3.510,7.020
60-64,1.610,8.420,3.880,7.140,8.720,21.80,4.740,10.17
65-OVER,4.570,10.61,6.820,3.330,7.690,29.99,6.540,16.09
TOTAL,1.680,3.390,1.270,2.830,2.310,17.74,2.020,4.720
