AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,28.57,2.13,0.0,0.0,0.0,3.08,0.0,2.58
25-29,0.0,0.0,0.0,0.0,0.0,2.49,0.0,1.46
30-34,0.0,0.85,0.0,0.0,0.0,7.01,0.0,4.41
35-39,0.0,0.0,0.0,0.0,0.0,5.05,1.37,3.36
40-44,0.0,1.2,0.0,0.0,0.0,4.45,0.0,3.17
45-49,0.0,1.79,0.0,0.0,0.0,7.33,1.56,5.45
50-54,33.33,1.65,0.0,0.0,0.0,7.69,0.0,5.52
55-59,0.0,5.76,0.0,0.0,0.0,10.64,5.33,8.99
60-64,0.0,4.38,0.0,0.0,0.0,15.38,10.71,12.24
65-OVER,0.0,7.29,0.0,0.0,0.0,23.89,10.0,19.61
TOTAL,9.38,3.15,0.0,0.0,0.0,11.33,2.93,8.53
