PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
001,4.760,0.880,3.770,0.00,4.440,12.10,7.040,10.60
002,8.570,0.00,3.450,0.00,11.54,17.45,5.900,15.46
003,7.140,8.330,4.000,0.00,10.00,19.27,6.210,17.46
004,14.29,0.00,3.570,0.00,5.880,15.67,4.260,14.27
005,10.81,11.76,3.090,100.0,4.350,14.89,5.950,13.51
006,2.080,1.260,0.920,0.00,4.040,11.42,2.900,8.000
007,2.940,2.180,2.200,0.00,11.76,15.15,8.070,13.22
008,2.440,1.270,4.400,0.00,9.380,19.33,11.41,17.35
009,6.820,1.310,3.330,0.00,4.650,12.44,6.790,11.21
010,0.00,0.790,0.840,0.00,0.00,6.960,3.310,5.660
011,1.960,0.820,0.430,0.00,1.590,12.69,4.380,8.870
012,0.920,0.720,2.800,11.11,6.250,10.17,4.300,7.930
013,14.29,0.800,1.640,0.00,13.64,15.27,5.450,13.46
014,0.00,0.00,0.00,0.00,0.00,19.04,6.760,17.23
015,6.520,2.790,2.820,0.00,2.700,13.97,4.670,11.61
016,5.880,1.440,0.400,0.00,6.490,11.36,3.770,8.990
018,0.00,3.700,8.540,0.00,5.410,16.76,10.72,15.64
019,6.580,2.680,4.080,0.00,4.620,12.85,5.670,11.23
020,5.560,1.790,3.850,0.00,10.00,18.37,9.090,16.73
021,8.700,2.380,6.250,0.00,9.090,16.60,6.270,15.08
022,0.00,0.800,0.00,0.00,11.11,12.91,4.010,10.76
023,8.060,0.260,2.060,0.00,1.610,13.00,3.820,10.15
024,3.660,0.970,0.630,12.50,1.250,10.49,3.120,8.110
026,0.790,1.460,2.080,0.00,2.250,12.46,5.460,10.07
027,6.120,3.290,6.380,0.00,10.71,18.62,9.130,16.66
028,0.00,0.00,1.390,0.00,7.690,17.23,7.000,15.43
029,2.500,1.680,0.00,0.00,3.230,13.20,3.100,10.76
03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
030,14.29,6.450,5.130,0.00,18.75,18.43,6.770,17.09
031,11.76,2.170,0.620,0.00,3.850,17.35,3.560,12.85
032,7.410,5.500,6.190,0.00,13.79,16.63,6.380,15.03
033,0.00,0.00,0.00,0.00,12.50,21.52,13.33,19.88
034,5.710,4.940,1.820,0.00,0.00,16.72,6.110,14.80
035,0.00,0.00,2.080,0.00,14.29,17.57,9.180,16.11
036,3.800,2.420,1.630,14.29,7.940,13.46,8.290,11.91
037,5.080,1.970,1.100,7.140,1.540,13.33,4.260,11.08
038,7.140,0.00,0.00,0.00,6.060,19.48,9.850,17.69
039,6.450,0.660,1.920,0.00,9.090,15.69,5.240,13.81
040,8.330,5.080,4.690,0.00,3.450,14.87,7.510,13.38
041,10.00,0.00,11.11,0.00,13.33,19.90,10.37,18.57
042,5.560,1.980,3.030,0.00,10.00,14.11,5.510,12.45
043,3.370,3.060,1.910,0.00,2.170,12.55,4.350,9.960
044,0.00,1.120,2.840,0.00,7.770,13.25,3.900,10.70
TOTAL,4.120,1.740,2.230,3.090,5.770,14.48,5.730,12.27
