PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,1.52,8.71,1.18,0.0,5.8,13.83,6.18,9.94
26,5.0,9.43,3.39,33.33,14.0,20.36,9.49,18.17
27,3.57,12.0,1.03,20.0,10.0,15.46,11.45,14.23
28,3.7,6.03,0.0,0.0,2.58,7.14,3.75,5.6
29,4.46,7.84,3.61,0.0,2.86,14.98,5.02,9.71
295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,4.65,9.86,4.44,0.0,7.27,18.54,5.93,13.39
31,6.38,6.61,3.21,0.0,8.51,16.31,5.78,10.54
32,2.78,12.79,3.45,0.0,7.25,20.27,7.99,12.97
33,1.98,12.18,1.18,0.0,2.07,14.0,8.36,10.5
34,0.0,9.21,1.16,0.0,3.29,20.08,5.74,11.05
35,0.0,11.53,6.9,0.0,1.96,22.82,9.44,14.35
36,37.5,15.18,6.45,0.0,7.14,22.94,11.3,20.25
37,8.89,14.29,8.16,0.0,14.55,28.32,15.52,24.61
38,4.67,12.99,3.68,0.0,7.14,25.8,8.33,15.96
39,1.99,9.94,3.46,0.0,4.74,12.89,4.74,9.33
41,2.86,6.69,4.08,0.0,9.21,16.09,7.72,10.93
42,2.17,10.17,5.45,0.0,8.7,21.86,8.45,15.02
43,7.5,12.86,8.33,100.0,9.57,28.44,16.41,21.58
44,17.14,14.57,0.0,0.0,5.63,20.02,8.9,15.5
45,10.34,11.6,3.75,0.0,4.69,22.09,9.06,17.01
46,0.0,9.96,0.0,0.0,5.33,16.46,7.08,10.26
47,0.0,17.59,2.56,0.0,5.0,23.7,8.95,17.24
48,0.0,12.94,3.3,0.0,10.81,18.42,10.95,16.38
49,0.0,8.32,1.65,0.0,4.04,18.7,6.28,10.91
50,4.38,11.81,4.05,0.0,6.92,22.71,8.94,15.51
502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,4.44,11.94,4.04,0.0,5.56,23.16,9.25,16.7
52,2.33,13.28,7.41,0.0,10.84,25.19,14.7,20.88
53,3.36,19.86,10.2,0.0,5.62,23.64,16.44,18.89
54,1.22,5.27,1.27,0.0,4.65,14.29,2.33,7.14
55,6.67,21.18,19.44,0.0,23.08,31.67,22.43,28.08
56,4.65,11.45,5.71,16.67,6.02,26.23,8.31,16.7
57,0.0,9.44,3.16,0.0,5.26,23.99,9.8,17.04
58,0.0,13.08,2.17,0.0,10.91,17.77,15.13,16.35
59,0.0,7.9,1.25,0.0,8.45,14.57,7.35,11.65
60,10.64,12.1,3.09,0.0,5.8,20.81,10.83,16.85
61,5.41,8.63,0.0,0.0,8.33,29.1,10.81,17.42
62,12.5,15.52,8.7,0.0,10.71,28.57,16.37,24.38
88888,0.0,25.0,0.0,0.0,0.0,inf,0.0,50.0
99999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SS09B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOTAL,3.84,10.67,3.29,3.45,6.43,20.67,8.73,14.31
