AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.0,0.0,0.0,0.0,0.0,10.82,9.3,7.32
25-29,0.0,0.69,0.0,0.0,0.0,9.72,0.0,5.77
30-34,0.0,0.0,0.0,0.0,0.0,8.82,0.0,5.28
35-39,0.0,2.38,0.0,0.0,0.0,16.67,0.0,11.44
40-44,0.0,0.85,0.0,0.0,0.0,18.49,0.0,12.43
45-49,0.0,2.02,0.0,0.0,0.0,24.01,0.0,17.69
50-54,0.0,4.03,0.0,0.0,0.0,24.52,12.5,18.53
55-59,0.0,3.92,0.0,0.0,0.0,29.7,0.0,21.05
60-64,0.0,10.99,0.0,0.0,0.0,31.33,0.0,23.17
65-OVER,0.0,7.77,0.0,0.0,0.0,33.69,21.05,27.47
TOTAL,0.0,4.06,0.0,0.0,0.0,24.29,6.87,17.64
