AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.0,1.76,0.0,0.0,0.0,6.94,5.41,5.36
25-29,0.0,0.59,0.0,0.0,0.0,3.64,2.63,2.61
30-34,0.0,2.24,0.0,0.0,0.0,7.49,0.0,5.63
35-39,0.0,1.68,0.0,0.0,0.0,11.2,0.0,8.6
40-44,0.0,5.05,0.0,0.0,0.0,15.03,0.0,12.23
45-49,0.0,5.79,0.0,0.0,0.0,16.47,11.11,13.77
50-54,0.0,1.79,20.0,0.0,0.0,22.47,5.88,17.97
55-59,40.0,4.2,0.0,0.0,0.0,28.02,35.0,23.09
60-64,0.0,10.68,0.0,0.0,0.0,36.89,28.57,31.66
65-OVER,0.0,14.35,33.33,0.0,25.0,37.47,6.45,33.55
TOTAL,4.55,5.21,5.13,0.0,4.0,22.79,8.42,18.4
