PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
ANNEX,23.81,21.23,0.00,22.44
COLHAM FERRY,26.87,23.10,0.00,24.91
ANTIOCH,26.54,23.25,0.00,24.90
FARMINGTON,23.30,22.46,0.00,22.88
BISHOP,19.55,17.01,0.00,18.23
HIGH SHOALS,23.92,22.57,0.00,23.17
NORTH OCONEE,22.99,19.55,0.00,21.21
DARK CORNER,22.08,19.54,0.00,20.77
BOGART,19.72,14.37,25.00,16.91
MALCOM BRIDGE,21.81,18.08,20.00,19.81
ATHENS ACADEMY,25.46,22.24,0.00,23.72
CIVIC CENTER,23.07,20.66,14.29,21.79
CITY HALL,19.82,17.08,0.00,18.29
TOTAL,22.81,19.72,7.32,21.18
