AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.0,1.15,5.0,0.0,0.0,4.85,0.53,3.87
25-29,0.0,0.0,0.0,0.0,0.0,3.03,4.59,2.84
30-34,0.0,1.1,25.0,0.0,0.0,5.49,3.17,5.04
35-39,0.0,3.12,12.5,0.0,0.0,6.4,1.79,5.88
40-44,0.0,1.52,0.0,0.0,0.0,7.66,3.03,6.78
45-49,0.0,0.0,0.0,0.0,0.0,10.95,1.67,9.45
50-54,0.0,3.8,0.0,0.0,0.0,14.24,1.69,12.72
55-59,20.0,6.67,0.0,0.0,0.0,15.84,2.99,14.51
60-64,0.0,2.41,0.0,0.0,0.0,19.98,6.45,18.12
65-OVER,12.5,7.74,0.0,0.0,14.29,28.51,11.24,26.83
TOTAL,3.23,3.08,4.3,0.0,2.56,15.16,3.43,13.46
