AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.87,0.59,0.00,1.03,4.93,0.63,1.62
25-29,2.99,0.66,0.45,0.00,1.45,3.02,0.94,1.31
30-34,0.00,1.03,1.47,0.00,0.98,2.99,1.14,1.55
35-39,3.77,2.77,0.00,0.00,1.18,6.77,2.99,3.69
40-44,2.00,2.77,3.51,0.00,5.00,6.68,3.07,3.65
45-49,3.70,5.01,0.92,0.00,5.33,13.31,3.68,6.75
50-54,3.28,6.22,3.39,0.00,0.00,17.60,5.44,9.32
55-59,3.85,7.87,6.82,0.00,6.78,23.74,10.73,14.15
60-64,2.17,9.92,0.00,50.00,7.69,26.37,10.38,17.43
65-OVER,7.97,12.20,4.67,25.00,5.06,34.42,12.94,24.44
TOTAL,3.44,4.87,1.78,5.00,2.71,20.47,5.29,9.98
