AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.390,0.00,0.00,0.00,4.320,1.860,2.180
25-29,0.00,0.580,0.00,0.00,7.690,4.170,1.280,2.260
30-34,12.50,1.010,0.00,0.00,0.00,6.810,0.00,4.050
35-39,50.00,1.400,4.760,0.00,0.00,8.100,2.560,5.080
40-44,0.00,2.260,6.670,0.00,33.33,10.15,5.560,6.680
45-49,0.00,3.260,9.090,0.00,14.29,14.43,9.090,9.430
50-54,0.00,4.600,0.00,0.00,0.00,14.34,5.450,9.960
55-59,33.33,5.630,0.00,0.00,0.00,19.28,0.00,13.62
60-64,50.00,7.710,0.00,0.00,0.00,20.54,0.00,15.19
65-OVER,0.00,9.030,7.690,0.00,0.00,26.99,8.000,21.51
TOTAL,8.330,3.820,1.900,0.00,4.000,16.22,3.310,10.77
