AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,2.150,0.00,0.00,33.33,8.470,0.00,2.840
25-29,0.00,1.820,0.00,0.00,0.00,2.080,0.00,1.740
30-34,0.00,1.220,0.00,0.00,0.00,2.560,0.00,1.300
35-39,0.00,4.180,0.00,0.00,0.00,2.700,0.00,3.700
40-44,0.00,3.640,0.00,0.00,0.00,9.090,7.140,4.480
45-49,0.00,7.530,0.00,0.00,0.00,9.090,0.00,7.440
50-54,0.00,10.82,0.00,0.00,0.00,7.210,7.140,9.920
55-59,0.00,9.090,0.00,0.00,0.00,13.67,8.330,10.05
60-64,0.00,13.10,0.00,0.00,50.00,12.50,12.50,13.01
65-OVER,0.00,20.27,14.29,0.00,0.00,19.38,7.410,19.44
TOTAL,0.00,9.430,7.690,0.00,9.520,13.91,4.000,10.23
