AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,0.00,0.00,0.00,3.31,1.84,2.82
25-29,0.00,0.00,0.00,0.00,0.00,2.77,1.03,2.48
30-34,0.00,0.00,0.00,0.00,0.00,6.92,4.12,6.31
35-39,0.00,0.00,0.00,0.00,0.00,6.75,4.00,6.29
40-44,0.00,0.00,0.00,0.00,0.00,8.93,2.99,8.37
45-49,16.67,0.00,0.00,0.00,20.00,11.27,8.86,10.91
50-54,0.00,0.00,5.56,0.00,0.00,15.16,7.00,14.39
55-59,0.00,0.00,6.67,0.00,20.00,18.07,10.17,17.38
60-64,0.00,0.00,0.00,0.00,28.57,22.55,14.78,21.90
65-OVER,10.00,18.18,0.00,33.33,25.00,28.06,18.37,27.35
TOTAL,3.92,3.64,0.59,5.88,8.75,17.73,9.49,16.77
