AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,0.00,0.00,0.00,4.100,2.970,3.730
25-29,0.00,1.300,0.00,0.00,0.00,4.690,3.170,4.350
30-34,0.00,0.00,0.00,0.00,0.00,4.770,4.490,4.440
35-39,0.00,1.590,0.00,0.00,0.00,7.580,5.880,7.080
40-44,0.00,0.00,0.00,0.00,0.00,10.90,3.410,9.840
45-49,0.00,0.00,10.00,0.00,40.00,13.96,7.870,13.08
50-54,0.00,4.350,0.00,0.00,0.00,17.89,5.150,16.39
55-59,11.11,0.00,25.00,0.00,0.00,21.39,13.54,19.93
60-64,0.00,2.700,0.00,0.00,0.00,26.99,4.480,24.30
65-OVER,0.00,7.030,20.00,0.00,0.00,33.51,12.59,31.67
TOTAL,1.250,2.160,4.350,0.00,3.330,17.15,6.180,15.68
