AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.60,0.00,0.00,0.00,5.54,4.94,3.03
25-29,0.00,0.28,0.00,0.00,0.00,5.37,1.64,2.42
30-34,12.50,1.52,0.00,0.00,0.00,6.48,0.00,3.82
35-39,0.00,0.33,0.00,0.00,0.00,11.14,1.96,6.01
40-44,0.00,0.67,0.00,0.00,0.00,10.00,2.86,5.57
45-49,0.00,0.38,0.00,0.00,33.33,16.13,9.76,9.79
50-54,0.00,2.24,8.33,0.00,0.00,18.93,13.46,11.78
55-59,0.00,2.96,0.00,0.00,16.67,22.30,8.22,15.55
60-64,7.14,6.29,25.00,0.00,20.00,26.72,14.94,20.65
65-OVER,0.00,7.96,0.00,0.00,14.29,35.69,26.73,30.82
TOTAL,3.08,2.94,1.72,0.00,8.51,25.39,14.06,17.82
