PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
01A,3.57,5.53,1.27,0.0,3.51,5.68,4.55,5.3
01B,5.0,5.24,4.63,0.0,4.71,8.94,5.92,7.48
01C,0.0,1.12,0.0,0.0,0.0,1.96,0.48,1.08
01D,0.0,4.87,0.0,0.0,0.0,5.45,4.12,4.66
01E,7.14,5.54,7.14,0.0,10.94,5.96,3.98,5.68
01F,0.0,0.94,0.0,0.0,0.0,1.1,1.52,0.99
01G,0.0,2.17,0.0,0.0,1.96,4.36,2.42,2.56
01H,0.0,2.31,0.0,0.0,10.0,4.29,0.0,2.22
01J,11.11,2.74,0.0,0.0,0.0,5.46,3.23,2.97
01P,0.0,2.69,12.5,0.0,0.0,3.03,1.29,2.56
01R,0.0,1.84,0.0,0.0,0.0,0.0,0.64,1.65
01S,0.0,3.0,3.7,0.0,0.0,3.51,1.99,2.86
01T,8.33,2.56,0.0,0.0,0.0,4.58,2.93,2.94
02A,1.46,4.13,1.46,0.0,1.0,4.28,2.55,3.68
02B,0.0,1.77,2.33,0.0,0.8,4.46,1.63,2.26
02C,0.0,6.73,0.0,0.0,7.27,2.57,3.84,4.28
02D,2.05,5.16,3.15,0.0,2.47,3.5,1.63,3.7
02E,3.51,8.21,0.0,0.0,2.13,7.25,2.6,6.25
02F1,0.97,4.71,2.13,0.0,1.14,3.39,2.94,3.25
02F2,0.0,1.77,0.0,0.0,0.0,4.05,0.9,2.65
02G,0.98,5.13,2.44,50.0,0.0,4.11,2.66,3.83
02J,3.39,5.15,5.63,0.0,1.72,5.8,1.99,4.9
02K,6.78,2.29,0.0,0.0,6.38,4.31,3.86,4.1
02L1,1.93,4.0,2.25,0.0,1.97,4.29,2.49,3.7
02L2,0.88,1.45,0.0,0.0,0.0,3.55,2.16,2.62
02S,8.33,5.19,0.0,0.0,0.0,3.31,0.77,3.54
02W,0.0,2.52,0.0,0.0,0.0,2.8,2.06,2.25
03A,0.0,2.92,0.0,0.0,0.0,1.49,1.59,2.65
03B,0.0,2.2,0.0,0.0,0.0,11.76,2.6,2.43
03C,0.0,4.11,8.33,0.0,0.0,6.25,1.83,3.83
03D,0.0,3.58,0.0,0.0,0.0,6.94,0.0,3.32
03E,0.0,1.97,0.0,0.0,0.0,0.0,2.1,1.87
03F,0.64,1.57,0.0,0.0,1.72,3.65,1.02,2.16
03G,0.0,2.18,0.0,0.0,0.0,3.23,0.0,1.94
03H,0.0,2.7,0.0,0.0,0.0,3.23,1.54,2.51
03I,0.88,0.0,0.0,0.0,0.0,1.57,1.1,0.99
03L,0.0,1.44,0.0,0.0,0.0,0.0,1.22,1.34
03M,0.0,2.37,8.33,0.0,0.0,6.54,1.43,4.27
03N,8.33,1.58,0.0,0.0,1.56,3.36,1.27,1.76
03P1A,0.43,2.11,2.29,0.0,0.75,1.97,1.19,1.75
03P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03S,0.0,4.09,0.0,0.0,0.0,0.0,1.27,3.64
03T,0.0,2.13,0.0,0.0,3.03,1.9,2.21,2.12
04A,0.0,2.68,0.0,0.0,0.0,6.67,3.62,2.83
04B,0.0,1.23,0.0,0.0,0.0,3.73,1.33,1.33
04C,0.0,3.05,0.0,0.0,0.0,0.0,0.0,2.58
04D,25.0,4.57,0.0,0.0,3.57,4.76,4.79,4.59
04F,1.25,2.53,4.65,0.0,0.0,4.56,2.08,2.79
04G,0.0,2.29,0.0,0.0,0.0,0.0,2.61,2.22
04I,2.08,0.41,0.0,5.0,1.3,2.3,0.97,0.95
04J,0.0,0.44,0.0,0.0,0.0,0.0,1.25,0.46
04K,0.0,4.94,0.0,0.0,0.0,4.24,2.47,4.44
04L,0.0,4.85,0.0,0.0,11.11,9.8,4.96,5.31
04M,0.0,2.93,0.0,0.0,0.0,10.71,2.83,3.14
04S,0.0,5.17,0.0,0.0,0.0,5.56,5.96,5.18
04T,20.0,4.81,0.0,0.0,15.38,2.63,5.22,4.93
04V,0.0,1.65,0.0,0.0,1.96,5.0,2.31,1.82
04W,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.12
04X1,0.0,3.57,0.0,0.0,0.0,1.0,1.12,3.05
04X2,0.0,1.59,0.0,0.0,0.0,1.64,4.0,1.84
05A1,13.95,5.69,2.63,0.0,5.56,3.58,3.89,4.16
05A2,1.2,5.08,1.69,0.0,0.0,5.09,2.41,4.41
05B,0.0,2.61,0.0,0.0,0.0,2.53,1.18,2.27
05C,0.0,0.0,0.0,0.0,0.0,3.57,0.0,0.65
05D,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.5
05F,0.0,4.21,0.0,0.0,0.0,0.0,0.0,1.84
