PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
CECIL,9.41,7.58,0.00,8.39
DELLE BEAMGUARD,16.34,11.26,0.00,13.55
ELM PINE,5.94,7.02,0.00,6.56
LENOX,16.60,14.53,0.00,15.52
MASSEE,12.18,11.88,0.00,12.02
NEW LIFE BAPTIST CH.,18.11,15.65,0.00,16.85
RIVERBEND,12.42,12.66,0.00,12.54
SPARKS,8.29,6.10,0.00,7.00
TOTAL,13.21,10.83,0.00,11.92
