PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA,0.0,3.91,9.26,0.0,0.0,10.91,5.43,9.62
EL,0.0,1.61,2.27,0.0,3.03,11.59,3.38,9.3
GM,33.33,5.99,0.0,100.0,11.11,24.95,9.48,18.9
HA,0.0,2.36,2.7,0.0,7.14,11.97,1.29,8.89
L9,9.09,1.47,8.0,0.0,6.67,12.86,5.11,11.29
MG,3.45,4.35,0.0,0.0,5.0,10.42,8.18,9.61
PV,0.0,1.96,0.0,0.0,0.0,18.61,3.85,16.65
SK,0.0,2.82,0.0,0.0,14.29,22.17,4.55,16.22
U9,0.0,4.49,0.0,0.0,0.0,15.88,4.17,14.08
VP,0.0,7.45,0.0,100.0,0.0,14.79,2.44,12.23
WA,0.0,3.23,4.65,0.0,18.18,10.5,4.26,8.24
WH,0.0,12.68,14.29,0.0,0.0,23.96,6.67,20.82
TOTAL,2.58,3.88,3.93,11.76,6.21,13.94,4.9,11.62
