PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
88888,0.0,0.0,0.0,0.0
99999,0.0,0.0,0.0,0.0
HE,18.04,11.73,0.0,14.72
JA,22.42,15.67,0.0,18.93
LU,9.98,11.46,0.0,10.78
MC,17.93,13.71,0.0,15.51
MI,26.77,25.54,0.0,26.18
SC,25.49,20.89,0.0,23.15
TOTAL,18.89,14.96,0.0,16.76
