PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
1663,14.29,2.440,6.350,0.00,7.140,20.92,11.95,18.13
1675,0.00,3.510,0.00,0.00,0.00,23.64,11.67,20.65
250,6.900,2.980,0.00,0.00,6.670,21.77,10.00,18.15
414,0.00,0.00,0.00,0.00,20.00,33.04,21.38,29.69
415,0.00,2.960,1.960,33.33,2.860,20.85,9.400,17.17
416,0.00,6.120,5.260,0.00,0.00,19.30,9.140,16.84
417,5.770,1.260,2.250,0.00,2.170,17.61,6.890,13.43
418,0.00,2.240,3.700,0.00,8.700,23.22,9.550,16.37
419,0.00,1.990,4.170,0.00,3.700,24.38,9.780,17.28
420,0.00,1.310,5.260,0.00,0.00,17.31,4.310,7.700
421,4.760,2.760,4.550,0.00,6.250,17.80,5.980,13.08
422,0.00,1.750,0.00,0.00,11.11,23.44,11.19,19.81
423,4.550,2.040,4.880,0.00,8.330,18.83,5.330,15.30
424,11.11,1.170,8.820,0.00,8.000,18.85,8.540,16.07
425,8.330,1.160,0.00,100.0,0.00,18.05,3.610,9.570
426,0.00,4.320,0.00,0.00,12.50,27.11,9.960,22.09
427,0.00,1.600,3.280,0.00,2.630,18.07,5.860,11.58
454,8.330,3.530,13.33,0.00,0.00,24.19,8.020,19.74
502,16.67,2.330,8.330,0.00,22.22,23.38,10.21,20.97
503,0.00,0.00,0.00,0.00,0.00,32.29,16.30,27.90
559,0.00,6.770,5.880,0.00,0.00,25.23,9.660,21.19
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,4.280,1.950,3.660,5.560,5.030,21.35,8.280,16.17
