AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,0.00,0.00,0.00,4.230,0.00,1.890
25-29,0.00,1.690,0.00,0.00,0.00,5.660,0.00,3.480
30-34,0.00,0.00,0.00,0.00,0.00,4.760,40.00,4.600
35-39,0.00,0.00,0.00,0.00,0.00,12.73,0.00,6.860
40-44,0.00,0.00,0.00,0.00,0.00,12.07,0.00,6.190
45-49,0.00,4.080,0.00,0.00,0.00,22.06,0.00,14.05
50-54,0.00,0.00,0.00,0.00,0.00,16.67,0.00,8.390
55-59,0.00,8.770,0.00,0.00,0.00,37.50,0.00,23.88
60-64,0.00,2.900,100.0,0.00,0.00,23.53,0.00,14.74
65-OVER,0.00,4.580,0.00,0.00,0.00,33.20,0.00,21.91
TOTAL,0.00,2.560,16.67,0.00,0.00,21.51,5.710,12.80
