AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,0.00,0.00,0.00,1.17,0.90,1.08
25-29,0.00,0.00,8.33,0.00,0.00,1.40,1.07,1.39
30-34,0.00,0.00,0.00,0.00,50.00,4.17,1.60,3.94
35-39,0.00,0.00,0.00,0.00,0.00,5.43,3.92,5.05
40-44,0.00,0.00,0.00,0.00,0.00,6.73,6.17,6.57
45-49,0.00,0.00,0.00,0.00,0.00,10.39,4.44,9.52
50-54,0.00,0.00,0.00,0.00,0.00,9.50,4.76,8.88
55-59,0.00,0.00,0.00,0.00,0.00,13.67,2.30,12.53
60-64,0.00,0.00,0.00,0.00,0.00,18.84,9.46,17.79
65-OVER,0.00,0.00,0.00,0.00,0.00,20.60,12.73,19.85
TOTAL,0.00,0.00,1.69,0.00,5.56,10.84,4.07,9.86
