PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
STERLING ELEMENTARY,0.00,6.43,0.00,0.00,0.00,14.40,5.97,12.19
MARSHES OF GLYNN,0.00,9.82,12.90,0.00,3.45,10.42,3.05,9.49
SATILLA MARSH SCHOOL,8.33,8.55,3.23,0.00,4.55,12.15,5.75,10.86
BLYTHE ISLAND BAPTIST,8.33,2.36,4.76,0.00,25.00,17.34,2.01,15.07
CHRISTIAN RENEWAL,18.18,25.81,10.34,0.00,21.43,29.77,20.68,28.60
OGLETHORPE POINT,10.53,12.86,9.52,0.00,35.29,30.27,19.83,28.52
ST WILLIAMS CHURCH,13.04,17.46,7.69,0.00,5.26,27.43,18.21,26.11
FIRST BAPTIST,0.00,13.91,7.14,0.00,8.33,28.29,16.97,26.47
JEKYLL ISLAND,100.0,0.00,12.50,0.00,0.00,21.08,9.52,19.51
STERLING CH. OF GOD,0.00,6.07,1.18,0.00,3.03,7.73,5.23,6.90
SE BAPTIST BLDG,0.00,2.56,2.70,0.00,0.00,12.57,4.57,9.61
CAREER ACADEMY,0.00,7.01,1.69,0.00,11.11,12.72,4.40,10.96
C B GREER SCHOOL,4.00,6.71,1.23,0.00,6.25,12.59,4.33,10.20
BALLARD COMMUNITY,0.00,3.25,3.28,0.00,10.71,10.95,3.13,8.29
NORTHSIDE CHURCH,4.76,6.14,4.41,0.00,2.63,10.44,5.06,7.76
THE CHAPEL,0.00,4.45,2.63,0.00,19.05,9.52,1.25,6.39
COLLEGE PLACE,0.00,8.67,0.00,0.00,6.67,15.92,4.39,11.26
HOWARD COFFIN PARK,0.00,5.60,5.13,0.00,5.88,13.55,3.88,8.91
BURROUGHS MOLETTE,10.00,5.74,0.00,0.00,0.00,4.75,0.91,5.06
SELDEN PARK,0.00,3.04,0.00,0.00,0.00,7.82,0.68,4.06
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,3.46,6.05,3.45,0.00,7.47,17.76,7.35,13.86
