AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,2.74,1.08,0.7,2.26,1.69,5.28,2.25,3.08
25-29,0.76,0.58,0.7,0.0,1.59,3.2,1.07,1.9
30-34,1.64,1.24,1.46,4.21,1.88,4.97,1.36,3.17
35-39,2.62,1.83,2.34,3.26,3.76,6.96,3.04,4.55
40-44,3.01,2.91,3.53,5.43,4.92,9.8,2.83,6.52
45-49,4.7,3.91,3.4,6.32,6.63,13.1,4.8,9.02
50-54,5.34,4.84,5.07,8.22,7.36,17.91,4.52,12.47
55-59,6.62,6.41,5.27,14.29,11.91,22.68,5.99,16.84
60-64,6.27,7.61,8.16,12.28,13.9,28.28,7.48,22.01
65-OVER,6.88,10.97,8.79,26.76,19.75,37.03,10.82,31.24
TOTAL,3.99,3.62,2.83,6.95,6.27,18.42,3.97,12.21
