PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
1A,0.00,3.73,1.01,0.00,12.50,18.80,5.42,11.57
1B,2.17,3.68,4.00,0.00,0.00,13.15,3.71,8.49
1C,2.44,5.49,6.38,0.00,0.00,11.26,4.44,9.61
1D,2.27,9.90,0.00,0.00,0.00,16.88,7.74,14.22
2A,14.29,4.77,0.47,0.00,0.00,9.16,1.22,5.16
2B,2.63,3.45,0.00,0.00,3.33,1.98,1.07,2.66
3A,0.00,3.27,0.00,0.00,0.00,3.80,0.58,3.00
3B,0.00,1.94,0.00,0.00,0.00,2.49,1.23,2.06
4A,0.00,1.24,2.27,0.00,2.86,3.80,1.76,2.69
4B,1.69,0.25,0.00,0.00,1.59,7.66,3.69,5.83
5A,7.32,7.21,0.00,0.00,7.89,13.21,4.47,10.74
5B,9.38,5.89,0.86,0.00,9.09,15.86,2.43,10.29
5C,5.56,5.22,5.71,0.00,3.70,6.19,3.28,5.68
5D,11.11,4.74,0.42,0.00,0.00,15.70,2.78,7.62
6A,0.00,3.09,1.33,0.00,3.12,18.86,6.15,12.52
6B,5.26,3.79,0.81,0.00,2.13,16.65,3.73,10.90
6C,3.95,8.84,5.17,0.00,2.44,15.76,5.57,12.68
6D,3.03,5.72,8.51,0.00,0.00,13.23,5.69,10.22
7A,2.33,6.91,1.67,0.00,0.00,15.82,4.01,11.83
7B,2.78,1.18,1.79,0.00,2.08,15.08,5.43,11.55
7C,0.00,2.01,0.00,0.00,8.33,15.88,5.01,13.03
88888,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8A,1.61,1.65,1.90,14.29,2.38,11.03,3.74,7.38
8B,2.04,2.23,0.00,0.00,0.00,12.49,5.51,8.70
8C,0.97,3.88,2.15,0.00,2.27,7.90,0.69,5.68
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,2.29,3.97,1.34,2.13,2.49,11.81,3.46,8.16
