AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,1.65,1.77,1.07,3.05,2.30,4.84,2.04,2.64
25-29,1.14,1.08,1.11,1.67,1.85,3.12,1.65,1.90
30-34,1.52,1.72,1.09,0.00,2.47,5.02,2.44,2.98
35-39,2.57,3.45,1.88,3.61,3.29,6.59,2.81,4.30
40-44,3.42,5.09,2.37,2.86,4.53,8.75,3.74,5.89
45-49,4.14,6.76,3.63,7.37,5.36,12.61,4.99,8.44
50-54,4.43,8.85,3.66,7.04,7.88,17.02,6.68,11.68
55-59,7.01,10.28,4.64,7.69,9.47,22.11,9.76,15.96
60-64,8.69,12.45,5.80,6.45,11.03,26.71,12.35,20.18
65-OVER,13.84,14.83,6.92,5.31,12.08,33.95,16.54,27.02
TOTAL,5.14,5.89,2.50,4.25,5.57,17.57,5.62,10.65
