AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,0.00,0.00,0.00,3.410,0.560,2.450
25-29,0.00,0.00,0.750,0.00,0.00,1.950,0.880,1.690
30-34,0.00,0.00,1.220,0.00,0.00,3.370,3.890,3.270
35-39,0.00,0.00,0.00,0.00,0.00,4.490,2.470,4.020
40-44,0.00,0.00,0.00,0.00,12.50,6.780,1.590,6.030
45-49,0.00,0.00,0.00,0.00,0.00,7.520,2.190,6.780
50-54,0.00,0.00,1.610,0.00,11.11,8.470,4.170,7.850
55-59,0.00,0.00,0.00,0.00,20.00,12.23,1.540,11.15
60-64,0.00,0.00,0.00,0.00,0.00,13.70,10.38,13.11
65-OVER,25.00,0.00,0.00,50.00,14.29,19.02,5.830,18.06
TOTAL,2.940,0.00,0.350,7.140,5.320,9.750,2.870,8.650
