AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
18-24,0.0,7.32,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,7.27,0.0,0.0,0.0,5.18
25-29,0.0,2.38,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.05,7.92,0.0,0.0,1.85,5.37
30-34,0.0,0.0,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.61,9.01,0.0,0.0,0.0,5.77
35-39,0.0,11.43,5.13,0.0,50.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,10.47,10.59,0.0,1.41,2.27,9.02
40-44,0.0,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,13.04,14.52,0.0,3.28,6.38,11.3
45-49,0.0,3.33,10.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.61,19.21,0.0,2.94,2.33,14.19
50-54,0.0,9.09,6.82,0.0,0.0,33.33,0.0,100.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,16.43,25.95,0.0,2.67,0.0,17.19
55-59,0.0,11.54,13.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,25.8,28.78,0.0,2.67,4.0,22.12
60-64,0.0,8.0,4.35,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,25.0,34.13,0.0,2.78,2.38,24.54
65-OVER,0.0,10.64,17.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,39.09,44.19,0.0,11.8,5.26,36.06
TOTAL,0.0,6.76,6.83,0.0,7.69,4.76,0.0,66.67,0.0,0.0,3.7,2.13,0.0,23.08,0.0,0.0,20.78,25.05,0.0,4.05,2.83,18.46
