PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
88888,0.0,0.0,0.0,0.0
99999,0.0,0.0,0.0,0.0
BLCK,8.7,7.03,0.0,7.83
BOYN,8.52,6.79,0.0,7.59
CAKT,9.41,7.63,0.0,8.49
CHAM,11.98,10.14,0.0,11.01
FT O,6.44,4.68,0.0,5.45
GRAY,6.72,5.62,0.0,6.13
LAKE,5.98,4.67,0.0,5.25
POPS,8.1,5.91,16.67,6.94
RING,7.36,5.91,0.0,6.57
WEST,7.02,6.25,0.0,6.58
WOOD,8.63,6.21,0.0,7.37
TOTAL,7.81,6.19,1.75,6.93
