PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
BLOODWORTH,0.00,10.00,0.00,0.00,0.00,19.19,0.00,17.96
GRIFFIN,0.00,17.14,0.00,0.00,0.00,11.72,0.00,12.73
HIGH HILL,0.00,31.82,0.00,0.00,0.00,23.26,0.00,22.84
IRWINTON,0.00,22.41,0.00,0.00,0.00,22.36,8.33,21.84
IVEY,0.00,2.78,0.00,0.00,0.00,16.77,1.85,15.15
LORD,0.00,25.75,0.00,0.00,0.00,20.22,5.00,21.97
MIDWAY,0.00,17.68,0.00,0.00,0.00,14.56,3.03,16.45
RAMAH,0.00,13.96,0.00,0.00,0.00,22.52,16.00,17.89
TURKEY CREEK,33.33,12.04,100.0,0.00,0.00,29.14,0.00,23.76
TOTAL,7.14,17.67,10.00,0.00,0.00,20.33,5.91,18.61
