AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,1.23,0.00,0.00,0.00,4.32,1.99,3.57
25-29,0.00,1.27,0.00,0.00,0.00,5.69,2.91,4.80
30-34,0.00,0.00,0.00,0.00,20.00,5.57,3.92,4.92
35-39,0.00,0.00,0.00,0.00,0.00,7.29,0.97,5.98
40-44,0.00,0.00,0.00,0.00,0.00,9.66,4.95,8.50
45-49,0.00,0.00,0.00,0.00,0.00,9.60,6.80,8.80
50-54,0.00,0.00,0.00,0.00,0.00,14.44,2.82,12.21
55-59,0.00,3.12,0.00,0.00,0.00,16.94,5.75,14.51
60-64,0.00,13.41,0.00,0.00,0.00,21.80,5.97,19.76
65-OVER,0.00,11.89,0.00,0.00,0.00,28.87,10.46,26.22
TOTAL,0.00,5.02,0.00,0.00,2.33,15.42,4.80,13.42
