PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
ALTO PARK,0.00,4.57,0.00,0.00,0.00,17.82,2.09,14.80
ARMUCHEE,0.00,0.00,16.67,0.00,0.00,15.39,2.63,13.53
BARKERS,0.00,6.82,11.11,0.00,0.00,11.51,3.62,10.83
CAVE SPRING,0.00,2.33,0.00,0.00,0.00,11.55,3.16,10.36
CHULIO,0.00,2.56,0.00,0.00,0.00,15.57,3.12,13.84
ETOWAH,0.00,1.83,3.57,50.00,6.25,14.97,1.50,12.79
EVERETT SPRINGS,33.33,0.00,0.00,0.00,0.00,18.08,10.34,17.33
FLOYD SPRINGS,0.00,3.45,14.29,0.00,0.00,18.59,3.15,16.91
FOSTER'S MILL,0.00,0.00,12.50,0.00,0.00,14.86,5.26,13.68
GARDEN LAKES,0.00,2.38,0.00,0.00,0.00,12.89,0.93,9.67
GLENWOOD,2.70,0.59,0.00,0.00,5.26,10.51,2.05,8.72
HOWELL,0.00,0.00,0.00,0.00,0.00,11.65,0.00,10.38
EAST LINDALE,0.00,2.48,0.00,0.00,0.00,12.59,2.57,10.45
MT ALTO NORTH,1.15,2.09,0.76,0.00,0.00,12.38,2.49,7.80
MT ALTO SOUTH,0.00,2.08,0.00,0.00,0.00,15.69,2.12,10.61
NORTH CAROLINA,0.00,1.33,0.00,0.00,0.00,10.31,3.19,8.92
RIVERSIDE,0.00,1.85,10.00,0.00,0.00,15.28,2.47,12.81
EAST ROME,4.55,1.45,0.00,0.00,0.00,16.04,2.80,10.58
NORTH ROME,6.67,4.43,0.00,0.00,0.00,19.37,1.80,11.87
SOUTH ROME,0.00,2.27,0.00,0.00,11.11,9.80,1.11,4.71
TEXAS VALLEY,0.00,0.00,0.00,0.00,50.00,16.14,5.77,15.31
VANNS VALLEY,0.00,0.00,0.00,0.00,0.00,10.18,3.41,8.48
WATTERS,0.00,7.95,0.00,0.00,16.67,12.02,2.22,11.00
WEST LINDALE,0.00,3.85,2.94,0.00,0.00,10.20,1.95,8.86
TOWN ROME,0.00,1.03,0.00,0.00,0.00,13.40,3.67,9.61
88888,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,1.45,2.49,0.91,5.00,2.30,13.77,2.43,10.84
