RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,2.560,0.00,0.00,1.450
OTHER,0.00,20.00,0.00,9.090
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,0.00,0.00,0.00,0.00
ASIA-PI,0.00,0.00,0.00,0.00
WHITE,5.330,3.530,0.00,4.480
BLACK,0.00,0.00,0.00,0.00
TOTAL,4.200,2.940,0.00,3.610
