PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
BV,19.72,16.13,0.00,17.85
CR,18.39,14.75,0.00,16.44
LX,21.46,19.26,0.00,20.29
TOTAL,20.08,17.01,0.00,18.46
