PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
SHELTON ELEM SCHOOL,14.13,12.56,0.00,13.31
BURNT HICKORY PARK,20.09,18.18,0.00,19.07
MOSES MIDDLE SCHOOL,15.26,12.88,0.00,14.01
WEST RIDGE CHURCH,13.51,11.75,0.00,12.56
WATSON GOVT COMPLEX,13.65,11.88,0.00,12.66
SARA RAGSDALE ELEM,13.72,12.87,50.00,13.28
PAULDING CO HIGH,13.35,10.52,0.00,11.83
HIRAM HIGH SCHOOL,8.09,7.29,0.00,7.63
TAYLOR FARM PARK,9.68,8.60,5.26,9.10
AUSTIN MIDDLE SCHOOL,10.16,9.15,0.00,9.61
NEBO ELEM SCHOOL,13.58,11.18,0.00,12.33
CARL SCOGGINS MIDDLE,17.91,16.76,0.00,17.30
99999,0.00,0.00,0.00,0.00
TOTAL,13.30,11.58,2.25,12.37
