PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
01,0.00,0.930,4.760,0.00,0.00,13.46,5.880,11.86
02,0.00,1.500,0.00,0.00,0.00,12.35,4.670,10.62
03,0.00,2.690,0.700,0.00,0.00,15.09,2.660,11.30
04,20.00,0.660,0.00,0.00,0.00,15.65,7.140,13.94
05,0.00,1.990,0.00,0.00,9.090,14.60,6.520,13.17
06,0.00,0.830,2.500,0.00,14.29,14.05,5.510,11.42
07,0.00,0.00,0.00,0.00,0.00,14.08,3.920,12.81
88888,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,1.750,1.650,0.870,0.00,4.590,14.34,4.870,11.97
