AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,1.21,0.00,0.00,0.00,3.03,0.00,1.97
25-29,0.00,0.60,0.00,0.00,0.00,2.67,0.00,1.65
30-34,0.00,1.44,0.00,0.00,0.00,2.71,0.00,2.07
35-39,0.00,2.46,0.00,0.00,0.00,5.52,0.00,3.99
40-44,0.00,0.00,0.00,0.00,0.00,12.44,11.11,7.99
45-49,0.00,7.07,0.00,0.00,0.00,7.49,0.00,6.67
50-54,0.00,5.16,0.00,0.00,0.00,9.44,0.00,7.49
55-59,0.00,4.73,0.00,0.00,0.00,12.46,4.76,9.35
60-64,0.00,9.63,50.00,0.00,0.00,15.86,10.00,13.80
65-OVER,0.00,10.03,9.09,0.00,33.33,21.96,10.34,18.21
TOTAL,0.00,4.76,2.82,0.00,4.00,11.91,3.31,8.99
