PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BT01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EW1,1.72,3.43,0.0,0.0,1.54,13.68,2.83,3.85
FP1,1.14,1.34,0.0,0.0,0.0,13.9,1.02,3.22
FP2,1.15,1.56,0.51,0.0,1.89,10.41,0.79,2.77
FP3,2.3,1.73,0.0,0.0,4.65,12.58,0.71,3.47
FP4,0.0,1.86,0.73,0.0,0.0,17.7,1.8,5.84
FP5,0.54,1.04,0.51,0.0,1.32,12.35,0.95,2.45
FP6,1.83,4.27,0.0,0.0,0.0,19.0,0.76,6.4
JB01,0.0,2.43,0.0,28.57,3.33,11.93,1.22,2.94
JB02,3.33,3.04,1.35,0.0,1.89,8.54,1.3,3.05
JB03,0.0,3.07,0.75,0.0,0.0,17.99,1.25,5.02
JB04,0.0,3.47,2.82,16.67,7.14,15.57,2.4,5.1
JB05,0.0,8.06,2.44,0.0,5.41,24.14,3.57,10.55
JB06,8.81,18.99,2.78,0.0,9.09,37.27,18.22,26.16
JB07,2.91,5.84,2.22,0.0,5.17,25.21,5.14,8.58
JB08,0.0,1.8,0.59,0.0,1.47,2.53,1.31,1.73
JB09,3.45,3.58,3.48,50.0,0.0,13.1,3.45,5.28
JB10,2.78,3.64,2.91,0.0,6.0,11.18,0.31,4.08
JB11,1.01,9.61,2.68,0.0,3.23,24.89,6.01,11.73
JB12,0.0,1.68,1.43,0.0,0.0,14.91,0.69,2.27
JB13,0.0,3.86,0.0,0.0,3.7,24.68,2.38,6.15
JB14,2.13,11.94,7.62,0.0,8.06,26.21,6.74,15.22
JB15,3.7,2.21,1.87,0.0,1.96,19.21,0.56,3.34
JB16,0.0,4.08,0.0,0.0,5.26,16.21,2.02,4.98
JB17,0.0,2.18,0.0,0.0,0.0,12.08,1.46,2.57
JB18,1.3,4.65,1.22,0.0,1.92,16.5,2.58,5.4
LC1,1.12,1.35,0.0,0.0,1.85,13.61,1.39,2.65
LJ1,2.33,4.34,1.96,0.0,5.56,14.49,1.21,5.35
LJ2,4.35,3.19,2.42,0.0,0.0,9.63,2.01,3.73
LJ3,1.69,3.16,2.94,0.0,1.14,17.06,2.37,4.88
LJ4,0.0,2.99,0.0,0.0,0.0,15.49,1.24,3.62
LJ5,4.35,2.23,0.84,0.0,0.0,11.4,1.15,2.87
ML,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MO1,1.59,1.76,0.0,0.0,0.0,13.77,0.3,2.73
MO2,2.35,2.69,0.0,0.0,2.27,22.22,2.69,7.08
MO3,1.39,3.02,3.03,0.0,1.45,16.02,2.43,3.97
MO4,1.69,2.72,1.06,0.0,0.0,15.27,2.06,4.6
MO5,1.87,3.43,0.95,0.0,3.92,18.45,2.32,5.14
MO6,1.69,2.52,0.79,0.0,2.33,16.14,1.93,4.44
MO7,1.96,2.69,0.0,0.0,2.63,17.5,1.44,4.2
MO8,5.26,4.12,0.87,33.33,2.13,11.58,1.43,4.24
MO9,0.0,3.61,0.0,0.0,0.0,19.69,2.13,5.44
OAK1,0.0,1.83,0.0,0.0,0.0,6.38,0.81,1.76
OAK2,0.0,1.14,0.0,0.0,0.0,11.59,0.0,1.32
OAK3,0.0,1.57,0.0,0.0,0.0,8.93,0.23,1.56
OAK4,0.0,1.76,1.59,0.0,0.0,6.6,1.32,1.81
PH1,0.0,3.87,3.92,0.0,4.44,17.17,1.96,5.04
PH2,4.17,3.23,1.47,0.0,2.44,22.66,3.33,7.67
RD01,0.0,4.41,0.0,0.0,3.23,17.14,1.12,4.81
RD02,0.0,2.26,1.01,0.0,1.92,6.2,1.23,2.24
RD03,0.0,2.83,1.75,0.0,5.26,9.52,1.51,2.96
RD04,1.06,4.96,0.74,0.0,1.67,13.37,2.5,5.08
RD05,0.0,6.88,4.17,25.0,5.26,16.77,3.4,6.96
RD06,0.0,2.58,2.2,0.0,1.64,15.78,1.37,3.86
RD07,3.19,0.81,1.34,0.0,0.0,13.95,1.04,1.95
RD08,2.94,6.7,3.7,0.0,2.22,21.36,4.27,7.55
RD09,0.77,5.2,3.7,0.0,2.22,16.85,1.46,5.32
RD10,0.0,0.88,0.0,0.0,0.0,8.2,0.33,0.95
RD11,0.0,4.48,0.0,0.0,5.26,14.29,0.0,4.42
RD12,3.77,2.51,0.0,0.0,0.0,13.7,1.2,2.92
TOTAL,1.68,3.39,1.27,2.83,2.31,17.74,2.02,4.72
