AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.0,1.59,0.0,0.0,0.0,8.27,3.7,5.66
25-29,0.0,2.19,0.0,0.0,0.0,4.74,0.0,3.6
30-34,0.0,3.0,0.0,0.0,0.0,5.03,0.0,4.18
35-39,0.0,5.33,0.0,0.0,0.0,7.86,0.0,6.96
40-44,0.0,0.92,0.0,0.0,0.0,8.61,0.0,5.86
45-49,0.0,5.45,66.67,0.0,0.0,17.03,0.0,13.35
50-54,0.0,2.8,0.0,0.0,0.0,25.42,0.0,18.1
55-59,0.0,3.54,0.0,0.0,0.0,25.75,16.67,19.07
60-64,0.0,7.63,0.0,0.0,0.0,29.59,0.0,22.34
65-OVER,0.0,12.54,0.0,0.0,0.0,36.0,6.25,29.7
TOTAL,0.0,5.49,5.71,0.0,0.0,21.4,3.61,16.18
