AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.0,0.25,0.62,4.35,1.25,2.62,1.22,1.42
25-29,0.0,0.31,0.43,0.0,0.0,1.4,0.22,0.83
30-34,0.0,0.45,0.0,0.0,0.72,2.26,0.23,1.35
35-39,1.47,0.45,0.0,0.0,1.8,3.87,0.34,2.32
40-44,0.0,0.48,0.0,0.0,0.0,5.51,3.1,3.35
45-49,4.62,0.83,1.11,0.0,7.14,9.0,2.47,5.85
50-54,1.45,1.76,1.04,0.0,9.09,10.47,2.42,7.0
55-59,0.0,3.19,4.23,0.0,13.04,11.54,2.67,8.18
60-64,3.39,3.76,3.45,25.0,8.7,17.55,3.92,12.28
65-OVER,9.9,6.8,2.06,0.0,7.69,24.2,7.71,18.7
TOTAL,2.36,1.86,0.86,2.42,3.15,10.63,2.21,6.83
