AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.0,5.67,8.33,0.0,0.0,13.49,0.0,9.16
25-29,0.0,4.57,7.14,0.0,0.0,13.73,0.0,8.66
30-34,0.0,8.39,0.0,0.0,0.0,15.42,15.79,12.5
35-39,0.0,11.76,0.0,0.0,50.0,17.7,8.7,14.83
40-44,0.0,23.97,0.0,0.0,0.0,23.71,15.38,23.06
45-49,0.0,18.18,25.0,0.0,0.0,29.8,17.65,25.37
50-54,0.0,26.21,0.0,0.0,0.0,27.68,30.0,26.98
55-59,33.33,29.81,0.0,0.0,0.0,26.22,4.55,26.31
60-64,0.0,45.03,0.0,0.0,0.0,37.37,20.0,38.93
65-OVER,0.0,35.24,0.0,0.0,0.0,36.9,13.51,35.86
TOTAL,10.0,21.81,6.52,0.0,5.0,28.61,10.28,25.49
