PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
YELLOW CREEK,0.00,0.00,13.33,50.00,7.69,21.83,5.08,20.60
SHARPTOP,14.29,0.00,16.67,0.00,11.11,25.94,18.71,25.31
APPALACHIAN,0.00,7.14,14.81,0.00,0.00,18.66,6.60,17.68
REFUGE,0.00,4.17,0.00,0.00,0.00,18.61,2.86,16.98
HILL,0.00,0.00,0.00,0.00,0.00,16.46,6.45,15.29
HINTON,33.33,0.00,0.00,100.0,0.00,24.85,9.43,23.61
JERUSALEM,0.00,25.00,0.00,0.00,0.00,21.51,6.58,20.18
LUDVILLE,33.33,0.00,50.00,25.00,0.00,16.88,6.12,16.16
NELSON,0.00,0.00,0.00,0.00,28.57,16.40,5.05,15.21
TALKING ROCK,50.00,8.33,8.33,0.00,0.00,17.92,3.77,16.84
JASPER,11.76,3.64,2.56,0.00,0.00,13.51,2.15,12.09
TATE,0.00,0.00,13.33,0.00,0.00,17.67,4.02,16.23
TOTAL,7.79,3.59,7.58,16.00,5.97,19.26,5.96,18.00
