AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.0,0.27,0.0,0.0,0.0,0.69,0.0,0.33
25-29,0.0,0.66,0.0,0.0,0.0,2.58,0.0,1.08
30-34,0.0,0.57,0.0,0.0,0.0,8.2,8.0,2.77
35-39,0.0,0.62,0.0,0.0,0.0,5.65,0.0,1.9
40-44,0.0,2.7,0.0,0.0,0.0,10.83,0.0,4.78
45-49,0.0,4.44,0.0,0.0,0.0,11.04,0.0,6.55
50-54,0.0,4.76,0.0,0.0,0.0,12.32,5.26,7.25
55-59,0.0,7.8,0.0,0.0,0.0,16.35,13.33,10.56
60-64,0.0,10.7,0.0,0.0,0.0,24.37,0.0,15.86
65-OVER,0.0,12.37,0.0,0.0,0.0,26.54,7.41,18.7
TOTAL,0.0,5.5,0.0,0.0,0.0,16.76,3.06,9.13
