AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
18-24,78200,19177,16043,29000,39800,24640,30000,30300,26200,47000,10566,67860,28000,43840,33170,52500,88387,74779,26700,64380,37045,333554
25-29,27500,15029,11275,12000,28190,15970,00000,14300,10300,17000,62930,35930,15000,29200,22690,12500,80442,65680,69000,59911,28424,281011
30-34,22300,16226,12692,10000,26250,15620,00000,14700,10200,15000,55800,32930,10000,30430,23720,12900,88936,73929,80000,64525,30071,305570
35-39,19400,16389,12859,12000,27770,16820,00000,15100,10700,15000,55900,34430,22000,37170,24900,93000,97391,81697,77000,73081,35402,337189
40-44,19700,15012,12684,11000,25100,16910,10000,14600,13200,20000,53750,35650,27000,45680,36070,75000,105826,91520,85000,73058,39605,359715
45-49,15000,14839,13930,90000,22570,18610,10000,16200,14800,21000,50940,43340,16000,42060,39610,12200,128557,116050,62000,76576,46383,418739
50-54,17000,13194,12245,11000,21480,18170,00000,12600,10900,16000,41540,39040,14000,33700,33270,10700,136672,124205,72000,77976,48624,432261
55-59,11900,11316,10403,14000,18670,17230,30000,11600,10300,15000,32020,28950,15000,26310,25820,94000,140905,127623,60000,70997,45148,421831
60-64,10300,91470,78570,80000,15210,13880,10000,82000,81000,80000,22460,20570,10000,22360,21580,72000,133767,118379,53000,60492,38678,380344
65-OVER,24700,20167,16992,70000,24080,22150,20000,15000,18600,12000,34600,29370,31000,40040,43430,17100,348576,304976,63000,112745,67940,891632
TOTAL,24600,150496,126980,12300,24912,18000,11000,15260,13330,18600,51560,36807,18800,35079,30426,15130,1349459,1178838,88800,733741,417320,4161846
