COUNTY NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
APPLING,0.00,58.59,37.09,0.00,33.33,28.00,0.00,0.00,33.33,0.00,43.33,30.67,0.00,36.36,41.67,0.00,68.75,68.09,0.00,55.49,41.19,63.38
ATKINSON,0.00,36.59,33.33,0.00,25.00,33.33,0.00,75.00,100.0,0.00,44.19,39.77,0.00,0.00,50.00,0.00,62.75,62.30,0.00,58.82,50.51,59.42
BACON,0.00,51.72,48.99,0.00,50.00,22.22,0.00,0.00,66.67,0.00,45.71,32.35,0.00,44.44,70.00,50.00,70.70,68.47,100.0,47.17,30.90,64.15
BAKER,0.00,68.75,50.00,0.00,20.00,33.33,0.00,100.0,0.00,0.00,16.67,66.67,0.00,66.67,75.00,0.00,72.29,75.87,0.00,65.53,52.94,67.05
BALDWIN,66.67,53.50,41.87,0.00,37.50,47.17,0.00,41.67,54.55,0.00,62.38,63.08,0.00,45.36,48.28,100.0,69.27,69.09,33.33,67.65,53.49,65.23
BANKS,100.0,57.42,45.56,0.00,75.00,45.00,0.00,16.67,100.0,0.00,54.41,42.70,0.00,38.64,30.77,33.33,70.01,70.06,0.00,51.19,44.14,68.06
BARROW,70.83,53.66,44.40,100.0,54.12,45.51,0.00,57.14,63.64,80.00,61.30,49.79,100.0,33.91,33.60,76.47,68.91,67.46,57.14,65.91,49.60,64.44
BARTOW,59.09,50.05,43.75,0.00,47.62,46.15,0.00,40.00,48.00,0.00,55.10,47.67,100.0,41.62,42.68,72.73,65.12,64.48,66.67,56.86,43.77,61.20
BEN HILL,100.0,47.27,34.29,0.00,70.59,45.45,0.00,0.00,0.00,0.00,48.57,32.14,0.00,56.52,40.00,100.0,67.66,68.95,0.00,58.73,44.50,61.96
BERRIEN,0.00,48.98,43.38,0.00,30.00,31.03,0.00,28.57,75.00,0.00,43.48,28.85,0.00,64.29,45.00,75.00,62.39,64.84,0.00,54.89,45.32,61.07
BIBB,37.31,50.30,39.92,0.00,48.49,41.23,0.00,42.11,42.86,25.00,53.15,42.95,66.67,52.37,50.61,40.00,70.11,69.09,10.00,64.54,49.28,62.24
BLECKLEY,50.00,64.08,54.00,0.00,76.92,66.67,0.00,100.0,100.0,0.00,54.55,50.00,0.00,73.33,43.48,66.67,74.01,75.33,0.00,63.76,46.25,70.47
BRANTLEY,50.00,41.08,34.80,0.00,42.11,46.67,0.00,50.00,50.00,0.00,33.33,36.36,0.00,50.00,60.00,0.00,63.43,62.52,0.00,63.91,47.75,61.62
BROOKS,0.00,56.02,49.14,0.00,41.94,45.16,0.00,33.33,50.00,0.00,47.76,42.22,0.00,50.00,44.44,50.00,67.17,68.09,0.00,61.63,46.72,61.87
BRYAN,45.45,54.86,46.95,100.0,50.97,39.32,0.00,35.29,72.00,0.00,47.99,48.16,0.00,43.93,42.97,55.56,61.67,62.12,75.00,58.73,49.52,59.21
BULLOCH,58.33,49.85,42.89,0.00,44.51,38.00,0.00,37.50,40.00,100.0,55.87,48.89,0.00,49.32,41.83,71.43,65.99,62.22,37.50,54.63,40.46,58.35
BURKE,50.00,46.05,33.71,0.00,44.74,42.86,0.00,75.00,37.50,0.00,44.12,51.16,0.00,50.00,46.67,33.33,66.47,67.75,100.0,68.75,52.71,63.20
